Business Name,Rating,Address,Phone,Website,Maps URL,Scraped At
Spielschiff,4.7,"Kaiserswerther Str. 6, 40477 Düsseldorf, Germany",+49 211 4983601,http://www.spielschiff.de/,"https://www.google.com/maps/place/Spielschiff/@50.1011979,4.0659828,7z/data=!4m11!1m3!2m2!1stoys+stores+in+germany!6e6!3m6!1s0x47b8c98b310deb93:0x8d8750747412e7ed!8m2!3d51.237568!4d6.7788633!15sChZ0b3lzIHN0b3JlcyBpbiBnZXJtYW55WhgiFnRveXMgc3RvcmVzIGluIGdlcm1hbnmSAQl0b3lfc3RvcmWaASRDaGREU1VoTk1HOW5TMFZKUTBGblNVTmFkMUJ4T1ROM1JSQUKqAVsKCS9tLzAxMzh0bBABKg8iC3RveXMgc3RvcmVzKAAyHxABIhsUo0dqT2TGqAYrSgpHo0rJnx-hFSdoTCf3wPUyGhACIhZ0b3lzIHN0b3JlcyBpbiBnZXJtYW554AEA-gEFCL0BED0!16s%2Fg%2F1tf3yg8z?hl=en&entry=ttu&g_ep=EgoyMDI1MDkyMS4wIKXMDSoASAFQAw%3D%3D",2025-09-23 20:18:07
Smyths Toys Superstore München-Freimann,3.8,"Helene-Wessel-Bogen 30, 80939 München, Germany",+49 89 720802150,https://www.smythstoys.com/de/de-de/,"https://www.google.com/maps/place/Smyths+Toys+Superstore+M%C3%BCnchen-Freimann/@51.237568,2.1646055,7z/data=!4m11!1m3!2m2!1stoys+stores+in+germany!6e6!3m6!1s0x479e74152fcb2f5b:0x769e752cb92e1277!8m2!3d48.1948244!4d11.5980756!15sChZ0b3lzIHN0b3JlcyBpbiBnZXJtYW55WhgiFnRveXMgc3RvcmVzIGluIGdlcm1hbnmSAQl0b3lfc3RvcmWaASNDaFpEU1VoTk1HOW5TMFZKUTBGblNVTkdhazlEYms5QkVBRaoBWwoJL20vMDEzOHRsEAEqDyILdG95cyBzdG9yZXMoADIfEAEiGxSjR2pPZMaoBitKCkejSsmfH6EVJ2hMJ_fA9TIaEAIiFnRveXMgc3RvcmVzIGluIGdlcm1hbnngAQD6AQQIVRA3!16s%2Fg%2F11hdvq_2l7?hl=en&entry=ttu&g_ep=EgoyMDI1MDkyMS4wIKXMDSoASAFQAw%3D%3D",2025-09-23 20:18:11
The LEGO® Store Hanover,4.6,"Große Packhofstraße 30, 30159 Hannover, Germany",+49 511 93678361,https://www.lego.com/de-de/stores/store/?store=hannover&y_source=1_MTkxOTIxMDgtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,"https://www.google.com/maps/place/The+LEGO%C2%AE+Store+Hanover/@48.1948244,6.9838178,7z/data=!4m11!1m3!2m2!1stoys+stores+in+germany!6e6!3m6!1s0x47b075353355a997:0x27d0b3653506ee34!8m2!3d52.3743898!4d9.7373135!15sChZ0b3lzIHN0b3JlcyBpbiBnZXJtYW55WhgiFnRveXMgc3RvcmVzIGluIGdlcm1hbnmSAQl0b3lfc3RvcmWaASRDaGREU1VoTk1HOW5TMFZKUTBGblNVUndORFF0TWkxblJSQUKqAVsKCS9tLzAxMzh0bBABKg8iC3RveXMgc3RvcmVzKAAyHxABIhsUo0dqT2TGqAYrSgpHo0rJnx-hFSdoTCf3wPUyGhACIhZ0b3lzIHN0b3JlcyBpbiBnZXJtYW554AEA-gEECAAQPQ!16s%2Fg%2F11qn1gf0vd?hl=en&entry=ttu&g_ep=EgoyMDI1MDkyMS4wIKXMDSoASAFQAw%3D%3D",2025-09-23 20:18:15
Smyths Toys Superstore Fulda,3.5,"Keltenstraße 20, 36043 Fulda, Germany",+49 661 49987900,https://www.smythstoys.com/de/de-de/,"https://www.google.com/maps/place/Smyths+Toys+Superstore+Fulda/@52.3743898,5.1230557,7z/data=!4m11!1m3!2m2!1stoys+stores+in+germany!6e6!3m6!1s0x47a337589759e929:0x5df31a54c7e153ec!8m2!3d50.5314716!4d9.6918801!15sChZ0b3lzIHN0b3JlcyBpbiBnZXJtYW55WhgiFnRveXMgc3RvcmVzIGluIGdlcm1hbnmSAQl0b3lfc3RvcmWqAVsKCS9tLzAxMzh0bBABKg8iC3RveXMgc3RvcmVzKAAyHxABIhsUo0dqT2TGqAYrSgpHo0rJnx-hFSdoTCf3wPUyGhACIhZ0b3lzIHN0b3JlcyBpbiBnZXJtYW554AEA!16s%2Fg%2F11g_ym_cby?hl=en&entry=ttu&g_ep=EgoyMDI1MDkyMS4wIKXMDSoASAFQAw%3D%3D",2025-09-23 20:18:19
Elbenwald,4.6,"Schloss Arkaden, Ritterbrunnen 1, 38100 Braunschweig, Germany",+49 531 34898639,http://www.elbenwald.de/elbenwald-store-braunschweig,"https://www.google.com/maps/place/Elbenwald/@52.3743898,5.1230557,7z/data=!3m1!5s0x47aff5d849923769:0xad0170a719abd890!4m11!1m3!2m2!1stoys+stores+in+germany!6e6!3m6!1s0x47aff5d8352261b7:0xa1702116de5e8d21!8m2!3d52.2635853!4d10.5285897!15sChZ0b3lzIHN0b3JlcyBpbiBnZXJtYW55WhgiFnRveXMgc3RvcmVzIGluIGdlcm1hbnmSAQlnaWZ0X3Nob3CaASNDaFpEU1VoTk1HOW5TMFZKUTBGblNVUnROMHRpVEZSbkVBRaoBWwoJL20vMDEzOHRsEAEqDyILdG95cyBzdG9yZXMoADIfEAEiGxSjR2pPZMaoBitKCkejSsmfH6EVJ2hMJ_fA9TIaEAIiFnRveXMgc3RvcmVzIGluIGdlcm1hbnngAQD6AQQIABA3!16s%2Fg%2F11b5wdxr3b?hl=en&entry=ttu&g_ep=EgoyMDI1MDkyMS4wIKXMDSoASAFQAw%3D%3D",2025-09-23 20:18:24
Paladin's Place,4.8,"Kirchstraße 21, 64283 Darmstadt, Germany",+49 6151 293911,http://www.paladins-place.de/,"https://www.google.com/maps/place/Paladin's+Place/@52.3743898,5.1230557,7z/data=!3m1!5s0x47bd70652f1ec27f:0x44c572ce473baa0f!4m11!1m3!2m2!1stoys+stores+in+germany!6e6!3m6!1s0x47bd70652ee1e08f:0x81443d13c8bb55ff!8m2!3d49.8708524!4d8.6565922!15sChZ0b3lzIHN0b3JlcyBpbiBnZXJtYW55WhgiFnRveXMgc3RvcmVzIGluIGdlcm1hbnmSAQl0b3lfc3RvcmWaASNDaFpEU1VoTk1HOW5TMFZKUTBGblNVTlViV0ZJTUVwQkVBRaoBWwoJL20vMDEzOHRsEAEqDyILdG95cyBzdG9yZXMoADIfEAEiGxSjR2pPZMaoBitKCkejSsmfH6EVJ2hMJ_fA9TIaEAIiFnRveXMgc3RvcmVzIGluIGdlcm1hbnngAQD6AQQIDhAT!16s%2Fg%2F1v1vc9fv?hl=en&entry=ttu&g_ep=EgoyMDI1MDkyMS4wIKXMDSoASAFQAw%3D%3D",2025-09-23 20:18:28
best-toys24,4.2,"Altscheuer 6, 55437 Ockenheim, Germany",+49 6725 964305,https://www.best-toys24.com/,"https://www.google.com/maps/place/best-toys24/@49.8708524,4.0423344,7z/data=!4m11!1m3!2m2!1stoys+stores+in+germany!6e6!3m6!1s0x47bdee665f9cd413:0x4ecd3624b6955c!8m2!3d49.9432359!4d7.9661131!15sChZ0b3lzIHN0b3JlcyBpbiBnZXJtYW55WhgiFnRveXMgc3RvcmVzIGluIGdlcm1hbnmSAQl0b3lfc3RvcmWaASNDaFpEU1VoTk1HOW5TMFZKUTBGblNVUTNOWE0yTFVGbkVBRaoBWwoJL20vMDEzOHRsEAEqDyILdG95cyBzdG9yZXMoADIfEAEiGxSjR2pPZMaoBitKCkejSsmfH6EVJ2hMJ_fA9TIaEAIiFnRveXMgc3RvcmVzIGluIGdlcm1hbnngAQD6AQQIABAq!16s%2Fg%2F1hhw63mpq?hl=en&entry=ttu&g_ep=EgoyMDI1MDkyMS4wIKXMDSoASAFQAw%3D%3D",2025-09-23 20:18:32
Hobby + Spiel Müller,4.5,"Benderstraße 111, 40625 Düsseldorf, Germany",+49 211 285557,http://www.hobby-und-spiel-mueller.de/,"https://www.google.com/maps/place/Hobby+%2B+Spiel+M%C3%BCller/@49.8708524,4.0423344,7z/data=!4m11!1m3!2m2!1stoys+stores+in+germany!6e6!3m6!1s0x47b8c95056fd6671:0x308017d2ae06f264!8m2!3d51.2388527!4d6.8491145!15sChZ0b3lzIHN0b3JlcyBpbiBnZXJtYW55WhgiFnRveXMgc3RvcmVzIGluIGdlcm1hbnmSAQl0b3lfc3RvcmWqAVsKCS9tLzAxMzh0bBABKg8iC3RveXMgc3RvcmVzKAAyHxABIhsUo0dqT2TGqAYrSgpHo0rJnx-hFSdoTCf3wPUyGhACIhZ0b3lzIHN0b3JlcyBpbiBnZXJtYW554AEA!16s%2Fg%2F1wnbx2nw?hl=en&entry=ttu&g_ep=EgoyMDI1MDkyMS4wIKXMDSoASAFQAw%3D%3D",2025-09-23 20:18:36
Sönneken - Lieblingssachen für Kinder,4.9,"Lausitzer Pl. 13, 10997 Berlin, Germany",+49 30 69564190,https://www.soenneken-spielzeug.de/,"https://www.google.com/maps/place/S%C3%B6nneken+-+Lieblingssachen+f%C3%BCr+Kinder/@52.500978,8.8166148,7z/data=!4m11!1m3!2m2!1stoys+stores+in+germany!6e6!3m6!1s0x47a84e4a3a102cbb:0x3fb0cd6be2d437f3!8m2!3d52.500978!4d13.4308726!15sChZ0b3lzIHN0b3JlcyBpbiBnZXJtYW55WhgiFnRveXMgc3RvcmVzIGluIGdlcm1hbnmSAQl0b3lfc3RvcmWaASRDaGREU1VoTk1HOW5TMFZKUTBGblNVUmxYemRVU0RWblJSQUKqAVsKCS9tLzAxMzh0bBABKg8iC3RveXMgc3RvcmVzKAAyHxABIhsUo0dqT2TGqAYrSgpHo0rJnx-hFSdoTCf3wPUyGhACIhZ0b3lzIHN0b3JlcyBpbiBnZXJtYW554AEA-gEECAAQRA!16s%2Fg%2F1q6j7vdbg?hl=en&entry=ttu&g_ep=EgoyMDI1MDkyMS4wIKXMDSoASAFQAw%3D%3D",2025-09-23 20:18:40
Sönneken - Lieblingssachen für Kinder,4.9,"Lausitzer Pl. 13, 10997 Berlin, Germany",+49 30 69564190,https://www.soenneken-spielzeug.de/,"https://www.google.com/maps/place/S%C3%B6nneken+-+Lieblingssachen+f%C3%BCr+Kinder/@52.500978,8.8166148,7z/data=!4m11!1m3!2m2!1stoys+stores+in+germany!6e6!3m6!1s0x47a84e4a3a102cbb:0x3fb0cd6be2d437f3!8m2!3d52.500978!4d13.4308726!15sChZ0b3lzIHN0b3JlcyBpbiBnZXJtYW55WhgiFnRveXMgc3RvcmVzIGluIGdlcm1hbnmSAQl0b3lfc3RvcmWaASRDaGREU1VoTk1HOW5TMFZKUTBGblNVUmxYemRVU0RWblJSQUKqAVsKCS9tLzAxMzh0bBABKg8iC3RveXMgc3RvcmVzKAAyHxABIhsUo0dqT2TGqAYrSgpHo0rJnx-hFSdoTCf3wPUyGhACIhZ0b3lzIHN0b3JlcyBpbiBnZXJtYW554AEA-gEECAAQRA!16s%2Fg%2F1q6j7vdbg?hl=en&entry=ttu&g_ep=EgoyMDI1MDkyMS4wIKXMDSoASAFQAw%3D%3D",2025-09-23 20:18:45
Sönneken - Lieblingssachen für Kinder,4.9,"Lausitzer Pl. 13, 10997 Berlin, Germany",+49 30 69564190,https://www.soenneken-spielzeug.de/,"https://www.google.com/maps/place/S%C3%B6nneken+-+Lieblingssachen+f%C3%BCr+Kinder/@52.500978,8.8166148,7z/data=!4m11!1m3!2m2!1stoys+stores+in+germany!6e6!3m6!1s0x47a84e4a3a102cbb:0x3fb0cd6be2d437f3!8m2!3d52.500978!4d13.4308726!15sChZ0b3lzIHN0b3JlcyBpbiBnZXJtYW55WhgiFnRveXMgc3RvcmVzIGluIGdlcm1hbnmSAQl0b3lfc3RvcmWaASRDaGREU1VoTk1HOW5TMFZKUTBGblNVUmxYemRVU0RWblJSQUKqAVsKCS9tLzAxMzh0bBABKg8iC3RveXMgc3RvcmVzKAAyHxABIhsUo0dqT2TGqAYrSgpHo0rJnx-hFSdoTCf3wPUyGhACIhZ0b3lzIHN0b3JlcyBpbiBnZXJtYW554AEA-gEECAAQRA!16s%2Fg%2F1q6j7vdbg?hl=en&entry=ttu&g_ep=EgoyMDI1MDkyMS4wIKXMDSoASAFQAw%3D%3D",2025-09-23 20:18:49
Sönneken - Lieblingssachen für Kinder,4.9,"Lausitzer Pl. 13, 10997 Berlin, Germany",+49 30 69564190,https://www.soenneken-spielzeug.de/,"https://www.google.com/maps/place/S%C3%B6nneken+-+Lieblingssachen+f%C3%BCr+Kinder/@52.500978,8.8166148,7z/data=!4m11!1m3!2m2!1stoys+stores+in+germany!6e6!3m6!1s0x47a84e4a3a102cbb:0x3fb0cd6be2d437f3!8m2!3d52.500978!4d13.4308726!15sChZ0b3lzIHN0b3JlcyBpbiBnZXJtYW55WhgiFnRveXMgc3RvcmVzIGluIGdlcm1hbnmSAQl0b3lfc3RvcmWaASRDaGREU1VoTk1HOW5TMFZKUTBGblNVUmxYemRVU0RWblJSQUKqAVsKCS9tLzAxMzh0bBABKg8iC3RveXMgc3RvcmVzKAAyHxABIhsUo0dqT2TGqAYrSgpHo0rJnx-hFSdoTCf3wPUyGhACIhZ0b3lzIHN0b3JlcyBpbiBnZXJtYW554AEA-gEECAAQRA!16s%2Fg%2F1q6j7vdbg?hl=en&entry=ttu&g_ep=EgoyMDI1MDkyMS4wIKXMDSoASAFQAw%3D%3D",2025-09-23 20:18:53
Sönneken - Lieblingssachen für Kinder,4.9,"Lausitzer Pl. 13, 10997 Berlin, Germany",+49 30 69564190,https://www.soenneken-spielzeug.de/,"https://www.google.com/maps/place/S%C3%B6nneken+-+Lieblingssachen+f%C3%BCr+Kinder/@52.500978,8.8166148,7z/data=!4m11!1m3!2m2!1stoys+stores+in+germany!6e6!3m6!1s0x47a84e4a3a102cbb:0x3fb0cd6be2d437f3!8m2!3d52.500978!4d13.4308726!15sChZ0b3lzIHN0b3JlcyBpbiBnZXJtYW55WhgiFnRveXMgc3RvcmVzIGluIGdlcm1hbnmSAQl0b3lfc3RvcmWaASRDaGREU1VoTk1HOW5TMFZKUTBGblNVUmxYemRVU0RWblJSQUKqAVsKCS9tLzAxMzh0bBABKg8iC3RveXMgc3RvcmVzKAAyHxABIhsUo0dqT2TGqAYrSgpHo0rJnx-hFSdoTCf3wPUyGhACIhZ0b3lzIHN0b3JlcyBpbiBnZXJtYW554AEA-gEECAAQRA!16s%2Fg%2F1q6j7vdbg?hl=en&entry=ttu&g_ep=EgoyMDI1MDkyMS4wIKXMDSoASAFQAw%3D%3D",2025-09-23 20:18:57
Sönneken - Lieblingssachen für Kinder,4.9,"Lausitzer Pl. 13, 10997 Berlin, Germany",+49 30 69564190,https://www.soenneken-spielzeug.de/,"https://www.google.com/maps/place/S%C3%B6nneken+-+Lieblingssachen+f%C3%BCr+Kinder/@52.500978,8.8166148,7z/data=!4m11!1m3!2m2!1stoys+stores+in+germany!6e6!3m6!1s0x47a84e4a3a102cbb:0x3fb0cd6be2d437f3!8m2!3d52.500978!4d13.4308726!15sChZ0b3lzIHN0b3JlcyBpbiBnZXJtYW55WhgiFnRveXMgc3RvcmVzIGluIGdlcm1hbnmSAQl0b3lfc3RvcmWaASRDaGREU1VoTk1HOW5TMFZKUTBGblNVUmxYemRVU0RWblJSQUKqAVsKCS9tLzAxMzh0bBABKg8iC3RveXMgc3RvcmVzKAAyHxABIhsUo0dqT2TGqAYrSgpHo0rJnx-hFSdoTCf3wPUyGhACIhZ0b3lzIHN0b3JlcyBpbiBnZXJtYW554AEA-gEECAAQRA!16s%2Fg%2F1q6j7vdbg?hl=en&entry=ttu&g_ep=EgoyMDI1MDkyMS4wIKXMDSoASAFQAw%3D%3D",2025-09-23 20:19:01
Sönneken - Lieblingssachen für Kinder,4.9,"Lausitzer Pl. 13, 10997 Berlin, Germany",+49 30 69564190,https://www.soenneken-spielzeug.de/,"https://www.google.com/maps/place/S%C3%B6nneken+-+Lieblingssachen+f%C3%BCr+Kinder/@52.500978,8.8166148,7z/data=!4m11!1m3!2m2!1stoys+stores+in+germany!6e6!3m6!1s0x47a84e4a3a102cbb:0x3fb0cd6be2d437f3!8m2!3d52.500978!4d13.4308726!15sChZ0b3lzIHN0b3JlcyBpbiBnZXJtYW55WhgiFnRveXMgc3RvcmVzIGluIGdlcm1hbnmSAQl0b3lfc3RvcmWaASRDaGREU1VoTk1HOW5TMFZKUTBGblNVUmxYemRVU0RWblJSQUKqAVsKCS9tLzAxMzh0bBABKg8iC3RveXMgc3RvcmVzKAAyHxABIhsUo0dqT2TGqAYrSgpHo0rJnx-hFSdoTCf3wPUyGhACIhZ0b3lzIHN0b3JlcyBpbiBnZXJtYW554AEA-gEECAAQRA!16s%2Fg%2F1q6j7vdbg?hl=en&entry=ttu&g_ep=EgoyMDI1MDkyMS4wIKXMDSoASAFQAw%3D%3D",2025-09-23 20:19:06
Sönneken - Lieblingssachen für Kinder,4.9,"Lausitzer Pl. 13, 10997 Berlin, Germany",+49 30 69564190,https://www.soenneken-spielzeug.de/,"https://www.google.com/maps/place/S%C3%B6nneken+-+Lieblingssachen+f%C3%BCr+Kinder/@52.500978,8.8166148,7z/data=!4m11!1m3!2m2!1stoys+stores+in+germany!6e6!3m6!1s0x47a84e4a3a102cbb:0x3fb0cd6be2d437f3!8m2!3d52.500978!4d13.4308726!15sChZ0b3lzIHN0b3JlcyBpbiBnZXJtYW55WhgiFnRveXMgc3RvcmVzIGluIGdlcm1hbnmSAQl0b3lfc3RvcmWaASRDaGREU1VoTk1HOW5TMFZKUTBGblNVUmxYemRVU0RWblJSQUKqAVsKCS9tLzAxMzh0bBABKg8iC3RveXMgc3RvcmVzKAAyHxABIhsUo0dqT2TGqAYrSgpHo0rJnx-hFSdoTCf3wPUyGhACIhZ0b3lzIHN0b3JlcyBpbiBnZXJtYW554AEA-gEECAAQRA!16s%2Fg%2F1q6j7vdbg?hl=en&entry=ttu&g_ep=EgoyMDI1MDkyMS4wIKXMDSoASAFQAw%3D%3D",2025-09-23 20:19:10
Sönneken - Lieblingssachen für Kinder,4.9,"Lausitzer Pl. 13, 10997 Berlin, Germany",+49 30 69564190,https://www.soenneken-spielzeug.de/,"https://www.google.com/maps/place/S%C3%B6nneken+-+Lieblingssachen+f%C3%BCr+Kinder/@52.500978,8.8166148,7z/data=!4m11!1m3!2m2!1stoys+stores+in+germany!6e6!3m6!1s0x47a84e4a3a102cbb:0x3fb0cd6be2d437f3!8m2!3d52.500978!4d13.4308726!15sChZ0b3lzIHN0b3JlcyBpbiBnZXJtYW55WhgiFnRveXMgc3RvcmVzIGluIGdlcm1hbnmSAQl0b3lfc3RvcmWaASRDaGREU1VoTk1HOW5TMFZKUTBGblNVUmxYemRVU0RWblJSQUKqAVsKCS9tLzAxMzh0bBABKg8iC3RveXMgc3RvcmVzKAAyHxABIhsUo0dqT2TGqAYrSgpHo0rJnx-hFSdoTCf3wPUyGhACIhZ0b3lzIHN0b3JlcyBpbiBnZXJtYW554AEA-gEECAAQRA!16s%2Fg%2F1q6j7vdbg?hl=en&entry=ttu&g_ep=EgoyMDI1MDkyMS4wIKXMDSoASAFQAw%3D%3D",2025-09-23 20:19:14
Sönneken - Lieblingssachen für Kinder,4.9,"Lausitzer Pl. 13, 10997 Berlin, Germany",+49 30 69564190,https://www.soenneken-spielzeug.de/,"https://www.google.com/maps/place/S%C3%B6nneken+-+Lieblingssachen+f%C3%BCr+Kinder/@52.500978,8.8166148,7z/data=!4m11!1m3!2m2!1stoys+stores+in+germany!6e6!3m6!1s0x47a84e4a3a102cbb:0x3fb0cd6be2d437f3!8m2!3d52.500978!4d13.4308726!15sChZ0b3lzIHN0b3JlcyBpbiBnZXJtYW55WhgiFnRveXMgc3RvcmVzIGluIGdlcm1hbnmSAQl0b3lfc3RvcmWaASRDaGREU1VoTk1HOW5TMFZKUTBGblNVUmxYemRVU0RWblJSQUKqAVsKCS9tLzAxMzh0bBABKg8iC3RveXMgc3RvcmVzKAAyHxABIhsUo0dqT2TGqAYrSgpHo0rJnx-hFSdoTCf3wPUyGhACIhZ0b3lzIHN0b3JlcyBpbiBnZXJtYW554AEA-gEECAAQRA!16s%2Fg%2F1q6j7vdbg?hl=en&entry=ttu&g_ep=EgoyMDI1MDkyMS4wIKXMDSoASAFQAw%3D%3D",2025-09-23 20:19:18
Sönneken - Lieblingssachen für Kinder,4.9,"Lausitzer Pl. 13, 10997 Berlin, Germany",+49 30 69564190,https://www.soenneken-spielzeug.de/,"https://www.google.com/maps/place/S%C3%B6nneken+-+Lieblingssachen+f%C3%BCr+Kinder/@52.500978,8.8166148,7z/data=!4m11!1m3!2m2!1stoys+stores+in+germany!6e6!3m6!1s0x47a84e4a3a102cbb:0x3fb0cd6be2d437f3!8m2!3d52.500978!4d13.4308726!15sChZ0b3lzIHN0b3JlcyBpbiBnZXJtYW55WhgiFnRveXMgc3RvcmVzIGluIGdlcm1hbnmSAQl0b3lfc3RvcmWaASRDaGREU1VoTk1HOW5TMFZKUTBGblNVUmxYemRVU0RWblJSQUKqAVsKCS9tLzAxMzh0bBABKg8iC3RveXMgc3RvcmVzKAAyHxABIhsUo0dqT2TGqAYrSgpHo0rJnx-hFSdoTCf3wPUyGhACIhZ0b3lzIHN0b3JlcyBpbiBnZXJtYW554AEA-gEECAAQRA!16s%2Fg%2F1q6j7vdbg?hl=en&entry=ttu&g_ep=EgoyMDI1MDkyMS4wIKXMDSoASAFQAw%3D%3D",2025-09-23 20:19:22
Sönneken - Lieblingssachen für Kinder,4.9,"Lausitzer Pl. 13, 10997 Berlin, Germany",+49 30 69564190,https://www.soenneken-spielzeug.de/,"https://www.google.com/maps/place/S%C3%B6nneken+-+Lieblingssachen+f%C3%BCr+Kinder/@52.500978,8.8166148,7z/data=!4m11!1m3!2m2!1stoys+stores+in+germany!6e6!3m6!1s0x47a84e4a3a102cbb:0x3fb0cd6be2d437f3!8m2!3d52.500978!4d13.4308726!15sChZ0b3lzIHN0b3JlcyBpbiBnZXJtYW55WhgiFnRveXMgc3RvcmVzIGluIGdlcm1hbnmSAQl0b3lfc3RvcmWaASRDaGREU1VoTk1HOW5TMFZKUTBGblNVUmxYemRVU0RWblJSQUKqAVsKCS9tLzAxMzh0bBABKg8iC3RveXMgc3RvcmVzKAAyHxABIhsUo0dqT2TGqAYrSgpHo0rJnx-hFSdoTCf3wPUyGhACIhZ0b3lzIHN0b3JlcyBpbiBnZXJtYW554AEA-gEECAAQRA!16s%2Fg%2F1q6j7vdbg?hl=en&entry=ttu&g_ep=EgoyMDI1MDkyMS4wIKXMDSoASAFQAw%3D%3D",2025-09-23 20:19:27
Sönneken - Lieblingssachen für Kinder,4.9,"Lausitzer Pl. 13, 10997 Berlin, Germany",+49 30 69564190,https://www.soenneken-spielzeug.de/,"https://www.google.com/maps/place/S%C3%B6nneken+-+Lieblingssachen+f%C3%BCr+Kinder/@52.500978,8.8166148,7z/data=!4m11!1m3!2m2!1stoys+stores+in+germany!6e6!3m6!1s0x47a84e4a3a102cbb:0x3fb0cd6be2d437f3!8m2!3d52.500978!4d13.4308726!15sChZ0b3lzIHN0b3JlcyBpbiBnZXJtYW55WhgiFnRveXMgc3RvcmVzIGluIGdlcm1hbnmSAQl0b3lfc3RvcmWaASRDaGREU1VoTk1HOW5TMFZKUTBGblNVUmxYemRVU0RWblJSQUKqAVsKCS9tLzAxMzh0bBABKg8iC3RveXMgc3RvcmVzKAAyHxABIhsUo0dqT2TGqAYrSgpHo0rJnx-hFSdoTCf3wPUyGhACIhZ0b3lzIHN0b3JlcyBpbiBnZXJtYW554AEA-gEECAAQRA!16s%2Fg%2F1q6j7vdbg?hl=en&entry=ttu&g_ep=EgoyMDI1MDkyMS4wIKXMDSoASAFQAw%3D%3D",2025-09-23 20:19:31
Sönneken - Lieblingssachen für Kinder,4.9,"Lausitzer Pl. 13, 10997 Berlin, Germany",+49 30 69564190,https://www.soenneken-spielzeug.de/,"https://www.google.com/maps/place/S%C3%B6nneken+-+Lieblingssachen+f%C3%BCr+Kinder/@52.500978,8.8166148,7z/data=!4m11!1m3!2m2!1stoys+stores+in+germany!6e6!3m6!1s0x47a84e4a3a102cbb:0x3fb0cd6be2d437f3!8m2!3d52.500978!4d13.4308726!15sChZ0b3lzIHN0b3JlcyBpbiBnZXJtYW55WhgiFnRveXMgc3RvcmVzIGluIGdlcm1hbnmSAQl0b3lfc3RvcmWaASRDaGREU1VoTk1HOW5TMFZKUTBGblNVUmxYemRVU0RWblJSQUKqAVsKCS9tLzAxMzh0bBABKg8iC3RveXMgc3RvcmVzKAAyHxABIhsUo0dqT2TGqAYrSgpHo0rJnx-hFSdoTCf3wPUyGhACIhZ0b3lzIHN0b3JlcyBpbiBnZXJtYW554AEA-gEECAAQRA!16s%2Fg%2F1q6j7vdbg?hl=en&entry=ttu&g_ep=EgoyMDI1MDkyMS4wIKXMDSoASAFQAw%3D%3D",2025-09-23 20:19:35
Sönneken - Lieblingssachen für Kinder,4.9,"Lausitzer Pl. 13, 10997 Berlin, Germany",+49 30 69564190,https://www.soenneken-spielzeug.de/,"https://www.google.com/maps/place/S%C3%B6nneken+-+Lieblingssachen+f%C3%BCr+Kinder/@52.500978,8.8166148,7z/data=!4m11!1m3!2m2!1stoys+stores+in+germany!6e6!3m6!1s0x47a84e4a3a102cbb:0x3fb0cd6be2d437f3!8m2!3d52.500978!4d13.4308726!15sChZ0b3lzIHN0b3JlcyBpbiBnZXJtYW55WhgiFnRveXMgc3RvcmVzIGluIGdlcm1hbnmSAQl0b3lfc3RvcmWaASRDaGREU1VoTk1HOW5TMFZKUTBGblNVUmxYemRVU0RWblJSQUKqAVsKCS9tLzAxMzh0bBABKg8iC3RveXMgc3RvcmVzKAAyHxABIhsUo0dqT2TGqAYrSgpHo0rJnx-hFSdoTCf3wPUyGhACIhZ0b3lzIHN0b3JlcyBpbiBnZXJtYW554AEA-gEECAAQRA!16s%2Fg%2F1q6j7vdbg?hl=en&entry=ttu&g_ep=EgoyMDI1MDkyMS4wIKXMDSoASAFQAw%3D%3D",2025-09-23 20:19:39
Sönneken - Lieblingssachen für Kinder,4.9,"Lausitzer Pl. 13, 10997 Berlin, Germany",+49 30 69564190,https://www.soenneken-spielzeug.de/,"https://www.google.com/maps/place/S%C3%B6nneken+-+Lieblingssachen+f%C3%BCr+Kinder/@52.500978,8.8166148,7z/data=!4m11!1m3!2m2!1stoys+stores+in+germany!6e6!3m6!1s0x47a84e4a3a102cbb:0x3fb0cd6be2d437f3!8m2!3d52.500978!4d13.4308726!15sChZ0b3lzIHN0b3JlcyBpbiBnZXJtYW55WhgiFnRveXMgc3RvcmVzIGluIGdlcm1hbnmSAQl0b3lfc3RvcmWaASRDaGREU1VoTk1HOW5TMFZKUTBGblNVUmxYemRVU0RWblJSQUKqAVsKCS9tLzAxMzh0bBABKg8iC3RveXMgc3RvcmVzKAAyHxABIhsUo0dqT2TGqAYrSgpHo0rJnx-hFSdoTCf3wPUyGhACIhZ0b3lzIHN0b3JlcyBpbiBnZXJtYW554AEA-gEECAAQRA!16s%2Fg%2F1q6j7vdbg?hl=en&entry=ttu&g_ep=EgoyMDI1MDkyMS4wIKXMDSoASAFQAw%3D%3D",2025-09-23 20:19:43
