Business Name,Rating,Address,Phone,Website,Maps URL,Scraped At
Teddy-Paradise,4.6,"Römerberg 11, 60311 Frankfurt am Main, Germany",+49 69 13377000,http://www.teddy-paradies.de/,"https://www.google.com/maps/place/Teddy-Paradise/@51.884983,3.7409191,7z/data=!4m11!1m3!2m2!1stoys+stores+in+germany!6e6!3m6!1s0x47bd0ea63c1a43f9:0xaccce0f4fb7a7f0b!8m2!3d50.1098411!4d8.6817189!15sChZ0b3lzIHN0b3JlcyBpbiBnZXJtYW55WhgiFnRveXMgc3RvcmVzIGluIGdlcm1hbnmSAQl0b3lfc3RvcmWaASNDaFpEU1VoTk1HOW5TMFZKUTBGblNVTnRiRTlFTVdKUkVBRaoBWwoJL20vMDEzOHRsEAEqDyILdG95cyBzdG9yZXMoADIfEAEiGxSjR2pPZMaoBitKCkejSsmfH6EVJ2hMJ_fA9TIaEAIiFnRveXMgc3RvcmVzIGluIGdlcm1hbnngAQD6AQQIABBA!16s%2Fg%2F1tgds7q9?hl=en&entry=ttu&g_ep=EgoyMDI1MDkyMS4wIKXMDSoASAFQAw%3D%3D",2025-09-23 20:17:08
Smyths Toys Superstores,3.6,"BraWoPark Shopping Center, Brawo Allee 1, 38102 Braunschweig, Germany",+49 531 20996280,https://www.smythstoys.com/de/de-de,"https://www.google.com/maps/place/Smyths+Toys+Superstores/@51.884983,3.7409191,7z/data=!3m1!5s0x47aff5c233ee7c6b:0x45be10eced0a9add!4m11!1m3!2m2!1stoys+stores+in+germany!6e6!3m6!1s0x47aff5c23c9881bd:0xd56093061fb13b9b!8m2!3d52.2545101!4d10.5425812!15sChZ0b3lzIHN0b3JlcyBpbiBnZXJtYW55WhgiFnRveXMgc3RvcmVzIGluIGdlcm1hbnmSAQl0b3lfc3RvcmWaASNDaFpEU1VoTk1HOW5TMFZKUTBGblNVTjROVjgyZWtabkVBRaoBWwoJL20vMDEzOHRsEAEqDyILdG95cyBzdG9yZXMoADIfEAEiGxSjR2pPZMaoBitKCkejSsmfH6EVJ2hMJ_fA9TIaEAIiFnRveXMgc3RvcmVzIGluIGdlcm1hbnngAQD6AQQIABBA!16s%2Fg%2F11h_48tz28?hl=en&entry=ttu&g_ep=EgoyMDI1MDkyMS4wIKXMDSoASAFQAw%3D%3D",2025-09-23 20:17:12
Smyths Toys Superstore Göttingen,3.8,"Hannoversche Str. 53C, 37075 Göttingen, Germany",+49 551 28167150,https://www.smythstoys.com/de/de-de/,"https://www.google.com/maps/place/Smyths+Toys+Superstore+G%C3%B6ttingen/@52.2545101,5.9283234,7z/data=!3m1!5s0x47a4d4d73f8b75b5:0x6356244a4cf4f82b!4m11!1m3!2m2!1stoys+stores+in+germany!6e6!3m6!1s0x47a4d4da1baf0931:0xd6defb59a6412339!8m2!3d51.554432!4d9.9293982!15sChZ0b3lzIHN0b3JlcyBpbiBnZXJtYW55WhgiFnRveXMgc3RvcmVzIGluIGdlcm1hbnmSAQl0b3lfc3RvcmWaASNDaFpEU1VoTk1HOW5TMFZKUTBGblNVTjFkbEJpTFZOQkVBRaoBWwoJL20vMDEzOHRsEAEqDyILdG95cyBzdG9yZXMoADIfEAEiGxSjR2pPZMaoBitKCkejSsmfH6EVJ2hMJ_fA9TIaEAIiFnRveXMgc3RvcmVzIGluIGdlcm1hbnngAQD6AQQIABBG!16s%2Fg%2F1tkkswpz?hl=en&entry=ttu&g_ep=EgoyMDI1MDkyMS4wIKXMDSoASAFQAw%3D%3D",2025-09-23 20:17:17
The LEGO® Store München Riem,4.6,"Willy-Brandt-Platz 5, 81829 München, Germany",+49 89 54194983,https://www.lego.com/de-de/stores/stores/de/munchen-riem?utm_source=Google&utm_medium=Yext&y_source=1_MTY2ODY3MjQtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,"https://www.google.com/maps/place/The+LEGO%C2%AE+Store+M%C3%BCnchen+Riem/@52.2545101,5.9283234,7z/data=!3m1!5s0x479e0a85515f6e65:0x6e3ce34b45f3d504!4m11!1m3!2m2!1stoys+stores+in+germany!6e6!3m6!1s0x479e0a9ab037aead:0xe984d23d1d3f53c7!8m2!3d48.1321848!4d11.6918546!15sChZ0b3lzIHN0b3JlcyBpbiBnZXJtYW55WhgiFnRveXMgc3RvcmVzIGluIGdlcm1hbnmSAQl0b3lfc3RvcmWaASNDaFpEU1VoTk1HOW5TMFZKUTBGblNVTnRiMDF5T1VOQkVBRaoBWwoJL20vMDEzOHRsEAEqDyILdG95cyBzdG9yZXMoADIfEAEiGxSjR2pPZMaoBitKCkejSsmfH6EVJ2hMJ_fA9TIaEAIiFnRveXMgc3RvcmVzIGluIGdlcm1hbnngAQD6AQQIABBE!16s%2Fg%2F11bc8y4cmd?hl=en&entry=ttu&g_ep=EgoyMDI1MDkyMS4wIKXMDSoASAFQAw%3D%3D",2025-09-23 20:17:21
Toys World Spielwaren,4.3,"Senefelderstraße 14, 33100 Paderborn, Germany",+49 5251 55345,http://www.toysworld-spielwaren.de/unsere-filialen/toys-world-paderborn/,"https://www.google.com/maps/place/Toys+World+Spielwaren/@48.1321848,7.0775968,7z/data=!4m11!1m3!2m2!1stoys+stores+in+germany!6e6!3m6!1s0x47ba4cf8a59e81c3:0x452752a0acd6851b!8m2!3d51.7343301!4d8.7893106!15sChZ0b3lzIHN0b3JlcyBpbiBnZXJtYW55WhgiFnRveXMgc3RvcmVzIGluIGdlcm1hbnmSAQl0b3lfc3RvcmWaASNDaFpEU1VoTk1HOW5TMFZKUTBGblNVTTFkVm8zZUVOQkVBRaoBWwoJL20vMDEzOHRsEAEqDyILdG95cyBzdG9yZXMoADIfEAEiGxSjR2pPZMaoBitKCkejSsmfH6EVJ2hMJ_fA9TIaEAIiFnRveXMgc3RvcmVzIGluIGdlcm1hbnngAQD6AQUI6QEQKQ!16s%2Fg%2F1tfdxz43?hl=en&entry=ttu&g_ep=EgoyMDI1MDkyMS4wIKXMDSoASAFQAw%3D%3D",2025-09-23 20:17:25
Die Spieleburg - Arne Soltendieck,4.9,"Theaterstraße 17, 37073 Göttingen, Germany",+49 551 56738,http://www.spieleburg.de/,"https://www.google.com/maps/place/Die+Spieleburg+-+Arne+Soltendieck/@51.7343301,4.1750528,7z/data=!4m11!1m3!2m2!1stoys+stores+in+germany!6e6!3m6!1s0x4170313ee9b82321:0xd6db211eb0308357!8m2!3d51.5352651!4d9.9383864!15sChZ0b3lzIHN0b3JlcyBpbiBnZXJtYW55WhgiFnRveXMgc3RvcmVzIGluIGdlcm1hbnmSAQl0b3lfc3RvcmWaASRDaGREU1VoTk1HOW5TMFZKUTBGblNVTjFjRGxsY0d4QlJSQUKqAVsKCS9tLzAxMzh0bBABKg8iC3RveXMgc3RvcmVzKAAyHxABIhsUo0dqT2TGqAYrSgpHo0rJnx-hFSdoTCf3wPUyGhACIhZ0b3lzIHN0b3JlcyBpbiBnZXJtYW554AEA-gEECAAQNA!16s%2Fg%2F11bbwml0bj?hl=en&entry=ttu&g_ep=EgoyMDI1MDkyMS4wIKXMDSoASAFQAw%3D%3D",2025-09-23 20:17:29
The LEGO® Store Hanover,4.6,"Große Packhofstraße 30, 30159 Hannover, Germany",+49 511 93678361,https://www.lego.com/de-de/stores/store/?store=hannover&y_source=1_MTkxOTIxMDgtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,"https://www.google.com/maps/place/The+LEGO%C2%AE+Store+Hanover/@51.5352651,5.3241286,7z/data=!4m11!1m3!2m2!1stoys+stores+in+germany!6e6!3m6!1s0x47b075353355a997:0x27d0b3653506ee34!8m2!3d52.3743898!4d9.7373135!15sChZ0b3lzIHN0b3JlcyBpbiBnZXJtYW55WhgiFnRveXMgc3RvcmVzIGluIGdlcm1hbnmSAQl0b3lfc3RvcmWaASRDaGREU1VoTk1HOW5TMFZKUTBGblNVUndORFF0TWkxblJSQUKqAVsKCS9tLzAxMzh0bBABKg8iC3RveXMgc3RvcmVzKAAyHxABIhsUo0dqT2TGqAYrSgpHo0rJnx-hFSdoTCf3wPUyGhACIhZ0b3lzIHN0b3JlcyBpbiBnZXJtYW554AEA-gEECAAQPQ!16s%2Fg%2F11qn1gf0vd?hl=en&entry=ttu&g_ep=EgoyMDI1MDkyMS4wIKXMDSoASAFQAw%3D%3D",2025-09-23 20:17:33
Teddys Rothenburg GmbH,4.8,"Ob. Schmiedgasse 1, 91541 Rothenburg ob der Tauber, Germany",+49 9861 933444,http://www.teddys-rothenburg.de/,"https://www.google.com/maps/place/Teddys+Rothenburg+GmbH/@51.5352651,5.3241286,7z/data=!3m1!5s0x47988fa66bf36419:0x17796ab37deb3d82!4m11!1m3!2m2!1stoys+stores+in+germany!6e6!3m6!1s0x47988fa66c24855f:0xd3069f8f06a31e0b!8m2!3d49.3768311!4d10.1794417!15sChZ0b3lzIHN0b3JlcyBpbiBnZXJtYW55WhgiFnRveXMgc3RvcmVzIGluIGdlcm1hbnmSAQVzdG9yZZoBI0NoWkRTVWhOTUc5blMwVkpRMEZuU1VNek9EUjFTV0puRUFFqgFbCgkvbS8wMTM4dGwQASoPIgt0b3lzIHN0b3JlcygAMh8QASIbFKNHak9kxqgGK0oKR6NKyZ8foRUnaEwn98D1MhoQAiIWdG95cyBzdG9yZXMgaW4gZ2VybWFueeABAPoBBAhoECM!16s%2Fg%2F1tj32215?hl=en&entry=ttu&g_ep=EgoyMDI1MDkyMS4wIKXMDSoASAFQAw%3D%3D",2025-09-23 20:17:38
Steiff Shop München,4.7,"Brienner Str. 9, 80333 München, Germany",+49 89 55284006,http://www.steiff.com/,"https://www.google.com/maps/place/Steiff+Shop+M%C3%BCnchen/@51.5352651,5.3241286,7z/data=!4m11!1m3!2m2!1stoys+stores+in+germany!6e6!3m6!1s0x479e75f2dd4c1893:0xbf7dac38cc3c2666!8m2!3d48.1428271!4d11.5756907!15sChZ0b3lzIHN0b3JlcyBpbiBnZXJtYW55WhgiFnRveXMgc3RvcmVzIGluIGdlcm1hbnmSAQl0b3lfc3RvcmWaASNDaFpEU1VoTk1HOW5TMFZKUTBGblNVUnlPVXhVTVVaUkVBRaoBWwoJL20vMDEzOHRsEAEqDyILdG95cyBzdG9yZXMoADIfEAEiGxSjR2pPZMaoBitKCkejSsmfH6EVJ2hMJ_fA9TIaEAIiFnRveXMgc3RvcmVzIGluIGdlcm1hbnngAQD6AQQIABAx!16s%2Fg%2F11f4lj95m1?hl=en&entry=ttu&g_ep=EgoyMDI1MDkyMS4wIKXMDSoASAFQAw%3D%3D",2025-09-23 20:17:42
Teddys Rothenburg GmbH,4.8,"Ob. Schmiedgasse 1, 91541 Rothenburg ob der Tauber, Germany",+49 9861 933444,http://www.teddys-rothenburg.de/,"https://www.google.com/maps/place/Teddys+Rothenburg+GmbH/@48.1428271,6.9614329,7z/data=!3m1!5s0x47988fa66bf36419:0x17796ab37deb3d82!4m11!1m3!2m2!1stoys+stores+in+germany!6e6!3m6!1s0x47988fa66c24855f:0xd3069f8f06a31e0b!8m2!3d49.3768311!4d10.1794417!15sChZ0b3lzIHN0b3JlcyBpbiBnZXJtYW55WhgiFnRveXMgc3RvcmVzIGluIGdlcm1hbnmSAQVzdG9yZZoBI0NoWkRTVWhOTUc5blMwVkpRMEZuU1VNek9EUjFTV0puRUFFqgFbCgkvbS8wMTM4dGwQASoPIgt0b3lzIHN0b3JlcygAMh8QASIbFKNHak9kxqgGK0oKR6NKyZ8foRUnaEwn98D1MhoQAiIWdG95cyBzdG9yZXMgaW4gZ2VybWFueeABAPoBBAhoECM!16s%2Fg%2F1tj32215?hl=en&entry=ttu&g_ep=EgoyMDI1MDkyMS4wIKXMDSoASAFQAw%3D%3D",2025-09-23 20:17:46
Die Spieleburg - Arne Soltendieck,4.9,"Theaterstraße 17, 37073 Göttingen, Germany",+49 551 56738,http://www.spieleburg.de/,"https://www.google.com/maps/place/Die+Spieleburg+-+Arne+Soltendieck/@49.3768311,5.5651839,7z/data=!4m11!1m3!2m2!1stoys+stores+in+germany!6e6!3m6!1s0x4170313ee9b82321:0xd6db211eb0308357!8m2!3d51.5352651!4d9.9383864!15sChZ0b3lzIHN0b3JlcyBpbiBnZXJtYW55WhgiFnRveXMgc3RvcmVzIGluIGdlcm1hbnmSAQl0b3lfc3RvcmWaASRDaGREU1VoTk1HOW5TMFZKUTBGblNVTjFjRGxsY0d4QlJSQUKqAVsKCS9tLzAxMzh0bBABKg8iC3RveXMgc3RvcmVzKAAyHxABIhsUo0dqT2TGqAYrSgpHo0rJnx-hFSdoTCf3wPUyGhACIhZ0b3lzIHN0b3JlcyBpbiBnZXJtYW554AEA-gEECAAQNA!16s%2Fg%2F11bbwml0bj?hl=en&entry=ttu&g_ep=EgoyMDI1MDkyMS4wIKXMDSoASAFQAw%3D%3D",2025-09-23 20:17:50
Spieleburg,4.9,"Wilhelmsstraße 5, 34117 Kassel, Germany",+49 561 76608662,https://m.facebook.com/Spieleburg.Kassel,"https://www.google.com/maps/place/Spieleburg/@49.3768311,5.5651839,7z/data=!4m11!1m3!2m2!1stoys+stores+in+germany!6e6!3m6!1s0x47bb3f4c876da613:0xa2ea201faee91892!8m2!3d51.3140395!4d9.4915162!15sChZ0b3lzIHN0b3JlcyBpbiBnZXJtYW55WhgiFnRveXMgc3RvcmVzIGluIGdlcm1hbnmSAQl0b3lfc3RvcmWaASNDaFpEU1VoTk1HOW5TMFZKUTBGblNVTm9NazlQTWxWQkVBRaoBWwoJL20vMDEzOHRsEAEqDyILdG95cyBzdG9yZXMoADIfEAEiGxSjR2pPZMaoBitKCkejSsmfH6EVJ2hMJ_fA9TIaEAIiFnRveXMgc3RvcmVzIGluIGdlcm1hbnngAQD6AQQIABA4!16s%2Fg%2F11c550jttz?hl=en&entry=ttu&g_ep=EgoyMDI1MDkyMS4wIKXMDSoASAFQAw%3D%3D",2025-09-23 20:17:54
Brauseschwein Spielwaren,4.7,"Frundsbergstraße 52, 80637 München, Germany",+49 89 13958112,http://www.brauseschwein.de/,"https://www.google.com/maps/place/Brauseschwein+Spielwaren/@49.3768311,5.5651839,7z/data=!3m1!5s0x479e7614df1cf13b:0x97c6f5d76b5764d7!4m11!1m3!2m2!1stoys+stores+in+germany!6e6!3m6!1s0x479e7614defcc2b9:0x25017be450ea4b20!8m2!3d48.1579404!4d11.5343125!15sChZ0b3lzIHN0b3JlcyBpbiBnZXJtYW55WhgiFnRveXMgc3RvcmVzIGluIGdlcm1hbnmSAQl0b3lfc3RvcmWaASRDaGREU1VoTk1HOW5TMFZKUTBGblNVUk5iR1F5YW5aUlJSQUKqAVsKCS9tLzAxMzh0bBABKg8iC3RveXMgc3RvcmVzKAAyHxABIhsUo0dqT2TGqAYrSgpHo0rJnx-hFSdoTCf3wPUyGhACIhZ0b3lzIHN0b3JlcyBpbiBnZXJtYW554AEA-gEECAAQPg!16s%2Fg%2F1td0rwd_?hl=en&entry=ttu&g_ep=EgoyMDI1MDkyMS4wIKXMDSoASAFQAw%3D%3D",2025-09-23 20:17:58
Spielzeux,4.4,"Oppenheimer Landstraße 40, 60596 Frankfurt am Main, Germany",+49 69 47868354,https://spielzeux.de/,"https://www.google.com/maps/place/Spielzeux/@48.1579404,6.9200547,7z/data=!4m11!1m3!2m2!1stoys+stores+in+germany!6e6!3m6!1s0x47bd0cfa92d5b6b7:0x9605149562c700d3!8m2!3d50.1011979!4d8.6802406!15sChZ0b3lzIHN0b3JlcyBpbiBnZXJtYW55WhgiFnRveXMgc3RvcmVzIGluIGdlcm1hbnmSAQl0b3lfc3RvcmWaASNDaFpEU1VoTk1HOW5TMFZKUTBGblNVUlFOM042VWs5bkVBRaoBWwoJL20vMDEzOHRsEAEqDyILdG95cyBzdG9yZXMoADIfEAEiGxSjR2pPZMaoBitKCkejSsmfH6EVJ2hMJ_fA9TIaEAIiFnRveXMgc3RvcmVzIGluIGdlcm1hbnngAQD6AQQIABA_!16s%2Fg%2F1pzxxbz31?hl=en&entry=ttu&g_ep=EgoyMDI1MDkyMS4wIKXMDSoASAFQAw%3D%3D",2025-09-23 20:18:03
